"date","month","year","precip_in","temp_F","temp_F_12mo","spi3","spi12"
1967-03-01,3,1967,0.94,45.56,51.88,-1.37,-0.82
1967-04-01,4,1967,0.44,47.03,51.63,-0.96,-0.74
1967-05-01,5,1967,0.38,54.71,51.33,-0.55,-0.64
1967-06-01,6,1967,1.28,63.19,51.18,0.32,-0.65
1967-07-01,7,1967,4.01,69.87,51.08,1.04,-0.38
1967-08-01,8,1967,4.61,66.2,50.95,1.62,-0.04
1967-09-01,9,1967,2.72,61.32,50.91,1.53,0.01
1967-10-01,10,1967,0.31,53.48,51.06,0.53,-0.09
1967-11-01,11,1967,1.12,45.15,51.05,-0.11,-0.08
1967-12-01,12,1967,5.82,30.78,50.76,1.29,0.92
1968-01-01,1,1968,0.93,32.47,50.7,1.36,1.03
1968-02-01,2,1968,1.23,40.18,50.83,1.32,1.14
1968-03-01,3,1968,1.54,40.98,50.45,-0.13,1.21
1968-04-01,4,1968,0.7,45.62,50.33,0.15,1.25
1968-05-01,5,1968,0.2,54.98,50.35,0,1.2
1968-06-01,6,1968,0.21,65.4,50.54,-0.8,1.02
1968-07-01,7,1968,3.56,67.51,50.34,-0.12,0.96
1968-08-01,8,1968,3.59,63.79,50.14,0.29,0.78
1968-09-01,9,1968,0.55,59.91,50.02,-0.3,0.28
1968-10-01,10,1968,0.68,53.4,50.01,-0.96,0.38
1968-11-01,11,1968,1.28,41.32,49.69,-1.14,0.43
1968-12-01,12,1968,1.94,31.52,49.76,0.01,-0.6
1969-01-01,1,1969,1.71,38.25,50.24,0.41,-0.38
1969-02-01,2,1969,1.07,35.06,49.81,0.25,-0.39
1969-03-01,3,1969,1.03,36.57,49.45,-0.07,-0.5
1969-04-01,4,1969,0.32,49.28,49.75,-0.49,-0.58
1969-05-01,5,1969,1.2,56.4,49.87,0.08,-0.33
1969-06-01,6,1969,0.18,63.98,49.75,-0.08,-0.35
1969-07-01,7,1969,2.94,70.07,49.96,0.14,-0.52
1969-08-01,8,1969,3.43,70.53,50.52,-0.19,-0.6
1969-09-01,9,1969,2.13,62.57,50.75,0.15,-0.18
1969-10-01,10,1969,1.77,50.73,50.52,0.38,0.09
1969-11-01,11,1969,1.11,41.05,50.5,0.32,0.05
1969-12-01,12,1969,1.15,37.86,51.03,0.07,-0.16
1970-01-01,1,1970,0.18,32.58,50.56,-0.76,-0.56
1970-02-01,2,1970,0.71,39.23,50.9,-1.12,-0.62
1970-03-01,3,1970,2.06,39.12,51.12,-0.53,-0.33
1970-04-01,4,1970,0.74,44.07,50.68,0.17,-0.23
1970-05-01,5,1970,0.17,56.54,50.69,0.36,-0.47
1970-06-01,6,1970,0.44,64.76,50.76,-0.48,-0.42
1970-07-01,7,1970,2.97,70.15,50.77,-0.43,-0.42
1970-08-01,8,1970,2.58,68.42,50.59,-0.55,-0.69
1970-09-01,9,1970,2.16,60.66,50.43,-0.29,-0.68
1970-10-01,10,1970,1.6,48.11,50.21,-0.1,-0.77
1970-11-01,11,1970,0.22,43,50.38,-0.2,-1.04
1970-12-01,12,1970,0.91,36.56,50.27,-0.62,-1.09
1971-01-01,1,1971,0.35,33.95,50.38,-1.45,-1.02
1971-02-01,2,1971,0.6,36.87,50.19,-1.25,-0.98
1971-03-01,3,1971,0.16,42.76,50.49,-2,-1.47
1971-04-01,4,1971,0.53,47.04,50.74,-1.45,-1.52
1971-05-01,5,1971,0.13,53.02,50.44,-1.64,-1.5
1971-06-01,6,1971,0.06,64.59,50.43,-1.44,-1.66
1971-07-01,7,1971,2.14,71.06,50.5,-1.62,-1.98
1971-08-01,8,1971,4.44,66.49,50.34,-0.14,-1.48
1971-09-01,9,1971,2.42,61.14,50.38,0.41,-1.41
1971-10-01,10,1971,4.54,48.79,50.44,2.02,-0.59
1971-11-01,11,1971,0.76,41.55,50.32,1.42,-0.43
1971-12-01,12,1971,2.41,32.45,49.98,1.43,-0.02
1972-01-01,1,1972,0.06,35.12,50.07,-0.32,-0.1
1972-02-01,2,1972,0.02,38.08,50.17,-0.82,-0.23
1972-03-01,3,1972,0.01,47.92,50.6,-4.54,-0.25
1972-04-01,4,1972,0.01,49.07,50.77,-4.84,-0.37
1972-05-01,5,1972,0.39,55.39,50.97,-2.46,-0.3
1972-06-01,6,1972,2.16,64.28,50.95,0.71,0.17
1972-07-01,7,1972,2.6,69.91,50.85,0.71,0.28
1972-08-01,8,1972,3.85,66.63,50.86,0.98,0.15
1972-09-01,9,1972,2.15,61.31,50.88,0.2,0.08
1972-10-01,10,1972,7.53,53.53,51.27,2.73,0.83
1972-11-01,11,1972,1.58,37.33,50.92,2.53,1.03
1972-12-01,12,1972,2.12,34.11,51.06,2.39,0.93
1973-01-01,1,1973,0.96,30.81,50.7,0.31,1.11
1973-02-01,2,1973,2.81,35,50.44,0.68,1.61
1973-03-01,3,1973,3.42,37.1,49.54,1.25,2.15
1973-04-01,4,1973,0.56,43.75,49.1,1.57,2.22
1973-05-01,5,1973,1.86,55.45,49.1,1.81,2.42
1973-06-01,6,1973,0.65,64.18,49.09,1.1,2.23
1973-07-01,7,1973,2.93,68.1,48.94,0.9,2.36
1973-08-01,8,1973,1.74,66.86,48.96,-1.02,2.1
1973-09-01,9,1973,0.23,60.95,48.93,-2.16,1.73
1973-10-01,10,1973,0.03,52.57,48.85,-3.28,0.07
1973-11-01,11,1973,0.98,42.86,49.31,-2.35,-0.09
1973-12-01,12,1973,0.04,36.34,49.5,-2.01,-0.66
1974-01-01,1,1974,2.35,34.03,49.77,-0.25,-0.27
1974-02-01,2,1974,0.21,34.58,49.73,-0.76,-0.93
1974-03-01,3,1974,1.08,44.86,50.38,-0.16,-1.54
1974-04-01,4,1974,0.32,47.87,50.72,-1.13,-1.6
1974-05-01,5,1974,0.14,58.02,50.94,-0.76,-2.1
1974-06-01,6,1974,0.06,69.16,51.35,-1.87,-2.36
1974-07-01,7,1974,3.02,67.99,51.34,-0.74,-2.4
1974-08-01,8,1974,2.85,65.1,51.2,-0.59,-2.14
1974-09-01,9,1974,2.17,60.49,51.16,-0.1,-1.51
1974-10-01,10,1974,4.01,52.83,51.18,1.12,-0.38
1974-11-01,11,1974,0.61,41.63,51.07,1.08,-0.49
1974-12-01,12,1974,0.78,31.75,50.69,0.65,-0.27
1975-01-01,1,1975,1.51,32.67,50.58,-0.49,-0.49
1975-02-01,2,1975,1.34,34.36,50.56,-0.22,-0.17
1975-03-01,3,1975,2.07,39.33,50.1,0.43,0.06
1975-04-01,4,1975,1.18,43.25,49.71,0.7,0.26
1975-05-01,5,1975,0.32,52.74,49.27,0.72,0.29
1975-06-01,6,1975,0.02,62.92,48.75,-0.28,0.29
1975-07-01,7,1975,3.66,68.24,48.77,-0.1,0.44
1975-08-01,8,1975,1.56,67.11,48.94,-1.07,0.15
1975-09-01,9,1975,4.63,60.23,48.92,0.84,0.73
1975-10-01,10,1975,0.4,52.19,48.87,0.02,-0.15
1975-11-01,11,1975,1.4,41.73,48.88,0.93,0.06
1975-12-01,12,1975,1.21,34.72,49.12,-0.46,0.17
1976-01-01,1,1976,0.31,33.13,49.16,-0.48,-0.14
1976-02-01,2,1976,2.79,39.66,49.6,0.09,0.22
1976-03-01,3,1976,1.02,39.81,49.64,0.08,-0.02
1976-04-01,4,1976,1.01,46.99,49.96,0.8,-0.06
1976-05-01,5,1976,1.33,56.13,50.24,0.6,0.17
1976-06-01,6,1976,0.34,64.16,50.34,0.81,0.24
1976-07-01,7,1976,3.83,67.3,50.26,0.93,0.29
1976-08-01,8,1976,2.04,66.05,50.17,-0.41,0.41
1976-09-01,9,1976,2.44,60.19,50.17,0.05,-0.13
1976-10-01,10,1976,1.23,49.13,49.92,-0.44,0.08
1976-11-01,11,1976,0.48,40.93,49.85,-0.11,-0.16
1976-12-01,12,1976,0.19,33.67,49.76,-1.19,-0.43
1977-01-01,1,1977,1.79,32.24,49.69,-0.75,-0.04
1977-02-01,2,1977,0.43,37.39,49.5,-0.87,-0.62
1977-03-01,3,1977,0.98,37.52,49.31,-0.39,-0.6
1977-04-01,4,1977,0.9,48.55,49.44,-0.57,-0.62
1977-05-01,5,1977,0.24,53.91,49.25,-0.24,-0.89
1977-06-01,6,1977,0.61,66.15,49.42,-0.03,-0.84
1977-07-01,7,1977,3.52,69.41,49.59,0.18,-0.95
1977-08-01,8,1977,3.49,68.78,49.82,0.44,-0.61
1977-09-01,9,1977,2.33,63.48,50.1,0.59,-0.64
1977-10-01,10,1977,1.24,54.78,50.57,0.25,-0.68
1977-11-01,11,1977,0.72,44.65,50.88,-0.04,-0.61
1977-12-01,12,1977,0.7,40.23,51.42,-0.66,-0.45
1978-01-01,1,1978,2.79,35.76,51.72,0.13,-0.18
1978-02-01,2,1978,2.67,36.11,51.61,0.77,0.37
1978-03-01,3,1978,4.11,44.46,52.19,1.96,1
1978-04-01,4,1978,0.44,49.51,52.27,1.72,0.9
1978-05-01,5,1978,1.02,55.05,52.36,1.7,1.04
1978-06-01,6,1978,0.64,67.1,52.44,0.32,1.07
1978-07-01,7,1978,2.21,70.4,52.53,-0.2,0.84
1978-08-01,8,1978,2.82,66.48,52.33,-0.77,0.73
1978-09-01,9,1978,1.13,61.37,52.16,-1.25,0.45
1978-10-01,10,1978,1.94,55.22,52.2,-0.34,0.65
1978-11-01,11,1978,4.94,42.8,52.04,1.52,1.62
1978-12-01,12,1978,4.36,32.02,51.36,2.39,2.31
1979-01-01,1,1979,4.49,30.43,50.91,2.73,2.58
1979-02-01,2,1979,1.1,35.14,50.83,1.84,2.17
1979-03-01,3,1979,2.05,40.04,50.46,1.4,1.72
1979-04-01,4,1979,0.46,48.05,50.34,0.23,1.71
1979-05-01,5,1979,1.94,54.91,50.33,1.18,1.84
1979-06-01,6,1979,1.14,64,50.07,1.42,1.97
1979-07-01,7,1979,1.82,69.56,50,0.55,1.97
1979-08-01,8,1979,2.7,65.37,49.91,-0.78,2.05
1979-09-01,9,1979,1.2,63.65,50.1,-1.55,2.07
1979-10-01,10,1979,0.56,55.65,50.14,-1.19,1.9
1979-11-01,11,1979,0.85,38.34,49.76,-1.07,1.01
1979-12-01,12,1979,1.21,36.42,50.13,-0.69,0.23
1980-01-01,1,1980,3.94,36.68,50.65,0.79,0.08
1980-02-01,2,1980,4.96,39.01,50.97,1.88,0.94
1980-03-01,3,1980,1.69,39.87,50.96,2.22,0.83
1980-04-01,4,1980,0.73,47.09,50.88,1.77,0.88
1980-05-01,5,1980,0.58,52.99,50.72,0.38,0.6
1980-06-01,6,1980,0.07,66.85,50.96,-0.44,0.38
1980-07-01,7,1980,2.16,71.18,51.09,-1.12,0.47
1980-08-01,8,1980,2.79,67.49,51.27,-1.24,0.51
1980-09-01,9,1980,2.06,62.61,51.18,-0.7,0.71
1980-10-01,10,1980,0.71,50.92,50.79,-0.52,0.78
1980-11-01,11,1980,0.23,42.08,51.1,-0.79,0.64
1980-12-01,12,1980,0.55,40.4,51.43,-1.54,0.46
1981-01-01,1,1981,0.86,37.85,51.53,-1.32,-0.32
1981-02-01,2,1981,0.75,39.24,51.55,-1.03,-1.45
1981-03-01,3,1981,2.62,40.02,51.56,0.13,-1.13
1981-04-01,4,1981,0.9,51.14,51.9,0.55,-1.07
1981-05-01,5,1981,0.76,56.41,52.18,1.1,-1
1981-06-01,6,1981,0.73,68.89,52.35,0.57,-0.85
1981-07-01,7,1981,4.31,69.51,52.21,1.12,-0.32
1981-08-01,8,1981,2.72,67.75,52.24,0.52,-0.36
1981-09-01,9,1981,1.76,62.23,52.2,0.3,-0.45
1981-10-01,10,1981,1.68,51.93,52.29,-0.2,-0.21
1981-11-01,11,1981,1.42,45.09,52.54,0.25,0.11
1981-12-01,12,1981,0.07,38.76,52.4,-0.37,-0.01
1982-01-01,1,1982,2.75,34.67,52.14,0.14,0.45
1982-02-01,2,1982,2.06,38.2,52.05,0.31,0.72
1982-03-01,3,1982,2.28,41.81,52.2,1.22,0.62
1982-04-01,4,1982,0.3,48.98,52.02,0.73,0.49
1982-05-01,5,1982,1.33,54.86,51.89,0.91,0.6
1982-06-01,6,1982,0.08,63.71,51.46,-0.07,0.48
1982-07-01,7,1982,2.48,68.91,51.41,-0.18,0.08
1982-08-01,8,1982,3.89,68.17,51.44,-0.26,0.36
1982-09-01,9,1982,2.1,62.73,51.49,0.13,0.44
1982-10-01,10,1982,0.09,50.16,51.34,-0.24,0.05
1982-11-01,11,1982,3.07,41.36,51.03,0.44,0.48
1982-12-01,12,1982,3.62,33.9,50.62,1.14,1.28
1983-01-01,1,1983,2.01,35.34,50.68,1.58,1.1
1983-02-01,2,1983,2.08,37.23,50.6,1.25,1.04
1983-03-01,3,1983,3.57,40.62,50.5,1.4,1.26
1983-04-01,4,1983,0.99,42.88,49.99,1.52,1.37
1983-05-01,5,1983,0.26,54.31,49.94,1.36,1.16
1983-06-01,6,1983,0.25,63.04,49.89,-0.3,1.21
1983-07-01,7,1983,2.99,69.13,49.9,-0.5,1.36
1983-08-01,8,1983,3.57,67.55,49.85,-0.03,1.36
1983-09-01,9,1983,4.38,65.53,50.09,1.35,1.83
1983-10-01,10,1983,3.38,53.45,50.36,2,2.58
1983-11-01,11,1983,2.04,41.94,50.41,2.1,2.4
1983-12-01,12,1983,1.74,36.86,50.66,1.26,1.96
1984-01-01,1,1984,0.77,35.45,50.66,0.27,1.67
1984-02-01,2,1984,0.06,36.82,50.63,-0.77,1.18
1984-03-01,3,1984,0.57,42.61,50.8,-1.69,0.53
1984-04-01,4,1984,0.82,46.77,51.12,-1.29,0.49
1984-05-01,5,1984,0.47,61.28,51.7,-0.46,0.53
1984-06-01,6,1984,1.14,65.19,51.88,0.6,0.72
1984-07-01,7,1984,3.58,68.9,51.86,0.74,0.87
1984-08-01,8,1984,4.74,66.75,51.8,1.4,1.17
1984-09-01,9,1984,2.68,63.02,51.59,1.38,0.8
1984-10-01,10,1984,2.78,48.01,51.13,1.58,0.69
1984-11-01,11,1984,1.24,41.59,51.11,1.04,0.51
1984-12-01,12,1984,4.79,35.5,50.99,1.76,1.19
1985-01-01,1,1985,2.17,33.3,50.81,1.45,1.46
1985-02-01,2,1985,1.23,34.66,50.63,1.38,1.62
1985-03-01,3,1985,1.9,42.15,50.59,0.58,1.79
1985-04-01,4,1985,1.73,51.13,50.96,0.82,1.93
1985-05-01,5,1985,0.37,57.41,50.64,0.96,1.89
1985-06-01,6,1985,0.59,67.15,50.8,0.81,1.84
1985-07-01,7,1985,3.04,70.71,50.95,-0.1,1.8
1985-08-01,8,1985,2.62,68.37,51.08,-0.38,1.47
1985-09-01,9,1985,3.47,59.37,50.78,0.48,1.64
1985-10-01,10,1985,2.97,52.45,51.15,1.14,1.76
1985-11-01,11,1985,2.36,42.03,51.19,1.79,2.01
1985-12-01,12,1985,0.58,36.13,51.24,0.84,1.06
1986-01-01,1,1986,0.21,40.34,51.82,-0.36,0.59
1986-02-01,2,1986,2.13,39.57,52.23,-0.57,0.76
1986-03-01,3,1986,1.95,45.28,52.49,0.15,0.74
1986-04-01,4,1986,0.31,50.72,52.46,0.61,0.44
1986-05-01,5,1986,0.69,57.21,52.44,0.35,0.5
1986-06-01,6,1986,1.87,65.92,52.34,0.95,0.78
1986-07-01,7,1986,4.36,66.99,52.03,1.75,1.08
1986-08-01,8,1986,3.51,68.9,52.08,1.54,1.32
1986-09-01,9,1986,1.6,59.77,52.11,0.65,0.92
1986-10-01,10,1986,2.75,50.13,51.92,0.62,0.92
1986-11-01,11,1986,2.73,41.96,51.91,1.19,1.01
1986-12-01,12,1986,1.97,34.78,51.8,1.35,1.29
1987-01-01,1,1987,1.62,32.64,51.16,0.9,1.56
1987-02-01,2,1987,2.2,35.24,50.8,0.65,1.49
1987-03-01,3,1987,1.1,37.92,50.18,0.43,1.27
1987-04-01,4,1987,0.42,50.07,50.13,0.28,1.28
1987-05-01,5,1987,1.14,54.73,49.92,0.16,1.35
1987-06-01,6,1987,1.09,65.47,49.88,0.78,1.23
1987-07-01,7,1987,2.98,67.78,49.95,0.75,0.99
1987-08-01,8,1987,3.45,66.16,49.72,0.38,1.03
1987-09-01,9,1987,1.02,60.62,49.79,-0.44,0.91
1987-10-01,10,1987,1.2,55.7,50.25,-0.46,0.58
1987-11-01,11,1987,2.01,40.42,50.13,-0.07,0.41
1987-12-01,12,1987,2.26,32.81,49.96,0.67,0.46
1988-01-01,1,1988,1.71,32.37,49.94,0.79,0.47
1988-02-01,2,1988,1.45,39.49,50.29,0.52,0.29
1988-03-01,3,1988,0.26,41.93,50.63,-0.27,0.09
1988-04-01,4,1988,2.43,47.83,50.44,0.49,0.53
1988-05-01,5,1988,0.12,56.28,50.57,0.26,0.31
1988-06-01,6,1988,1.04,65.93,50.61,1.45,0.3
1988-07-01,7,1988,3.39,69,50.71,0.31,0.4
1988-08-01,8,1988,6.15,66.52,50.74,1.93,1.03
1988-09-01,9,1988,1.85,59.69,50.67,1.56,1.21
1988-10-01,10,1988,1.34,56.17,50.7,1.25,1.3
1988-11-01,11,1988,0.8,42.59,50.89,-0.2,1.04
1988-12-01,12,1988,0.83,33.59,50.95,-0.48,0.68
1989-01-01,1,1989,1.85,32.65,50.97,-0.2,0.69
1989-02-01,2,1989,0.54,39.54,50.98,-0.42,0.46
1989-03-01,3,1989,1.13,46.74,51.38,-0.22,0.63
1989-04-01,4,1989,0.05,54.96,51.97,-1.03,0.11
1989-05-01,5,1989,0.3,59.44,52.24,-0.82,0.15
1989-06-01,6,1989,0.04,66.48,52.28,-2.23,-0.07
1989-07-01,7,1989,3.47,70.42,52.4,-0.25,-0.06
1989-08-01,8,1989,2.57,66.5,52.4,-0.49,-1.04
1989-09-01,9,1989,1.06,62.36,52.62,-0.65,-1.28
1989-10-01,10,1989,1.81,52.11,52.28,-0.59,-1.21
1989-11-01,11,1989,0.11,43.26,52.34,-0.81,-1.43
1989-12-01,12,1989,0.5,35.14,52.47,-0.82,-1.5
1990-01-01,1,1990,0.83,33.21,52.51,-1.49,-1.8
1990-02-01,2,1990,1.33,34.54,52.1,-0.72,-1.45
1990-03-01,3,1990,1.11,42.79,51.77,-0.35,-1.39
1990-04-01,4,1990,0.89,50.66,51.41,0.07,-1.14
1990-05-01,5,1990,0.71,55.68,51.1,0.19,-1.01
1990-06-01,6,1990,0.3,69.91,51.38,0.13,-0.97
1990-07-01,7,1990,4.28,68.16,51.19,0.8,-0.78
1990-08-01,8,1990,3.32,64.9,51.06,0.6,-0.62
1990-09-01,9,1990,3.37,63.21,51.13,1.37,-0.02
1990-10-01,10,1990,0.4,52.81,51.19,0.27,-0.41
1990-11-01,11,1990,2.03,42.78,51.15,0.67,0.12
1990-12-01,12,1990,2.76,32.09,50.89,0.56,0.67
1991-01-01,1,1991,1.13,33.73,50.94,0.77,0.72
1991-02-01,2,1991,0.94,40.48,51.43,0.3,0.6
1991-03-01,3,1991,4.56,37.58,51,1.07,1.27
1991-04-01,4,1991,0.01,47.37,50.72,1.09,1.09
1991-05-01,5,1991,0.12,55.82,50.74,1.3,0.96
1991-06-01,6,1991,0.61,62.66,50.13,-1.4,1.04
1991-07-01,7,1991,2.74,68.08,50.13,-0.53,0.76
1991-08-01,8,1991,4.28,66.9,50.29,0.45,1.01
1991-09-01,9,1991,1.76,61.57,50.16,0.3,0.65
1991-10-01,10,1991,0.73,54.99,50.34,0.11,0.76
1991-11-01,11,1991,2.11,40.65,50.16,0.12,0.79
1991-12-01,12,1991,3.61,34.62,50.37,1.03,0.96
1992-01-01,1,1992,1.94,31.06,50.15,1.3,1.12
1992-02-01,2,1992,1.51,38.05,49.95,1.06,1.18
1992-03-01,3,1992,2.7,41.82,50.3,0.9,0.76
1992-04-01,4,1992,0.76,51.94,50.68,0.87,0.91
1992-05-01,5,1992,4.87,55.85,50.68,2.73,1.76
1992-06-01,6,1992,0.56,63.17,50.73,2.86,1.8
1992-07-01,7,1992,2.93,67.72,50.7,2.48,1.89
1992-08-01,8,1992,4.71,66.47,50.66,0.76,2.07
1992-09-01,9,1992,0.87,62.89,50.77,0.15,1.91
1992-10-01,10,1992,1.36,55.15,50.78,0.2,2.14
1992-11-01,11,1992,0.52,37.19,50.49,-0.97,1.82
1992-12-01,12,1992,4.4,32.66,50.33,0.97,1.93
1993-01-01,1,1993,6.11,36.45,50.78,2.15,2.68
1993-02-01,2,1993,3.28,36.77,50.67,2.68,2.83
1993-03-01,3,1993,1.51,43.34,50.8,2.3,2.53
1993-04-01,4,1993,0.11,49.73,50.62,0.84,2.4
1993-05-01,5,1993,0.6,57.61,50.76,-0.16,1.65
1993-06-01,6,1993,0.5,65.16,50.93,-0.66,1.68
1993-07-01,7,1993,1.13,69,51.04,-1.74,1.39
1993-08-01,8,1993,5.26,67.45,51.12,0.01,1.57
1993-09-01,9,1993,1.01,61.01,50.96,-0.47,1.61
1993-10-01,10,1993,1.99,52.01,50.7,0.8,1.83
1993-11-01,11,1993,1.85,40.13,50.94,0.24,2.12
1993-12-01,12,1993,0.46,35.16,51.15,0.19,1.23
1994-01-01,1,1994,0.45,35.87,51.1,-0.57,-0.13
1994-02-01,2,1994,1.9,35.16,50.97,-0.64,-0.46
1994-03-01,3,1994,1.53,43.87,51.01,-0.04,-0.43
1994-04-01,4,1994,0.62,49.09,50.96,0.45,-0.3
1994-05-01,5,1994,1.25,56.24,50.85,0.62,-0.14
1994-06-01,6,1994,0.56,69.99,51.25,0.6,-0.14
1994-07-01,7,1994,1.75,70.94,51.41,-0.45,0.01
1994-08-01,8,1994,2.79,70.55,51.67,-1.18,-0.64
1994-09-01,9,1994,2.38,63.32,51.86,-0.76,-0.28
1994-10-01,10,1994,1.86,51.05,51.78,0.24,-0.34
1994-11-01,11,1994,3.9,39.88,51.76,1.57,0.22
1994-12-01,12,1994,2.35,37.61,51.96,1.56,0.67
1995-01-01,1,1995,3.1,34.24,51.83,1.75,1.24
1995-02-01,2,1995,1.43,42.86,52.47,1,1.08
1995-03-01,3,1995,1.66,43.53,52.44,0.91,1.07
1995-04-01,4,1995,0.53,46.09,52.19,0.23,1.04
1995-05-01,5,1995,0.38,53.5,51.96,0.09,0.86
1995-06-01,6,1995,0.19,64,51.46,-0.81,0.8
1995-07-01,7,1995,1.4,69.85,51.37,-2.05,0.76
1995-08-01,8,1995,3.71,70.4,51.36,-1.03,1
1995-09-01,9,1995,2.11,63.55,51.38,-0.58,0.94
1995-10-01,10,1995,0.05,54.88,51.7,-0.35,0.55
1995-11-01,11,1995,0.66,47.33,52.32,-0.92,-0.29
1995-12-01,12,1995,0.68,37.74,52.33,-1.64,-0.74
1996-01-01,1,1996,0.46,37.22,52.58,-1.19,-1.52
1996-02-01,2,1996,1.58,42.96,52.59,-0.69,-1.38
1996-03-01,3,1996,0.35,42.37,52.49,-0.89,-1.71
1996-04-01,4,1996,0.15,50.8,52.88,-0.74,-1.81
1996-05-01,5,1996,0.03,61.86,53.58,-2.18,-1.89
1996-06-01,6,1996,1.06,68.94,53.99,-0.62,-1.67
1996-07-01,7,1996,4.08,70.95,54.08,0.72,-0.93
1996-08-01,8,1996,3.63,68.4,53.92,1.06,-1.02
1996-09-01,9,1996,3.4,60.26,53.64,1.43,-0.66
1996-10-01,10,1996,2.55,52.25,53.42,1.34,0
1996-11-01,11,1996,0.9,43.64,53.12,1.1,0.06
1996-12-01,12,1996,0.17,37.13,53.07,-0.13,-0.07
1997-01-01,1,1997,2.89,33.9,52.79,0.02,0.52
1997-02-01,2,1997,1.35,37.07,52.3,0.13,0.45
1997-03-01,3,1997,0.79,45.57,52.56,0.47,0.53
1997-04-01,4,1997,0.79,46.9,52.24,-0.16,0.66
1997-05-01,5,1997,1,59.91,52.08,0.1,0.84
1997-06-01,6,1997,0.77,64.77,51.73,0.71,0.8
1997-07-01,7,1997,2.35,69.66,51.62,-0.01,0.46
1997-08-01,8,1997,2.62,68.52,51.63,-0.72,0.24
1997-09-01,9,1997,3.45,65.39,52.06,0.11,0.25
1997-10-01,10,1997,1.57,51.61,52,0.53,0
1997-11-01,11,1997,0.85,43.71,52.01,0.7,-0.01
1997-12-01,12,1997,2.67,31.36,51.53,0.52,0.61
1998-01-01,1,1998,0.58,36.89,51.78,0.08,0.04
1998-02-01,2,1998,2.56,34.35,51.55,0.65,0.32
1998-03-01,3,1998,2.71,40.41,51.12,0.79,0.72
1998-04-01,4,1998,0.96,43.81,50.87,1.37,0.75
1998-05-01,5,1998,0.08,55.68,50.51,0.82,0.55
1998-06-01,6,1998,0.26,64.27,50.47,-0.54,0.46
1998-07-01,7,1998,4.1,70.51,50.54,0.23,0.85
1998-08-01,8,1998,2.77,69.05,50.59,0.16,0.92
1998-09-01,9,1998,1.28,64.92,50.55,-0.04,0.43
1998-10-01,10,1998,2.6,53.07,50.67,0.05,0.7
1998-11-01,11,1998,1.59,44.42,50.73,0.53,0.89
1998-12-01,12,1998,0.8,36.83,51.18,0.48,0.42
1999-01-01,1,1999,0.18,38.81,51.35,-0.68,0.31
1999-02-01,2,1999,0.3,41.32,51.93,-1.74,-0.24
1999-03-01,3,1999,0.5,45.35,52.34,-2.16,-0.78
1999-04-01,4,1999,1.64,45.87,52.51,-0.48,-0.59
1999-05-01,5,1999,0.21,56.48,52.58,-0.06,-0.55
1999-06-01,6,1999,0.78,64.97,52.63,0.77,-0.44
1999-07-01,7,1999,5.12,68.14,52.44,1.3,-0.2
1999-08-01,8,1999,5.11,67.38,52.3,2.13,0.36
1999-09-01,9,1999,3.27,62.84,52.12,2.44,0.82
1999-10-01,10,1999,0.06,54.76,52.26,0.88,0.24
1999-11-01,11,1999,0.01,48.2,52.58,-0.58,-0.17
1999-12-01,12,1999,0.2,34.12,52.35,-3.49,-0.33
2000-01-01,1,2000,0.33,39.09,52.37,-2.6,-0.29
2000-02-01,2,2000,0.25,41.49,52.39,-2.33,-0.28
2000-03-01,3,2000,2.29,42.54,52.15,-0.58,0.15
2000-04-01,4,2000,0.26,52.69,52.72,-0.24,-0.16
2000-05-01,5,2000,0.01,62.35,53.21,0.09,-0.2
2000-06-01,6,2000,1.75,68.03,53.47,0.24,0.02
2000-07-01,7,2000,1.58,71.22,53.72,-0.64,-0.88
2000-08-01,8,2000,3.26,69.02,53.86,-0.17,-1.49
2000-09-01,9,2000,0.26,65.27,54.06,-2,-2.53
2000-10-01,10,2000,5.76,51.84,53.82,1.23,-0.75
2000-11-01,11,2000,1.88,35.76,52.78,1.48,-0.22
2000-12-01,12,2000,0.32,38.25,53.13,1.51,-0.18
2001-01-01,1,2001,1.84,32.61,52.59,0.05,0.2
2001-02-01,2,2001,1.15,37.05,52.22,-0.37,0.41
2001-03-01,3,2001,1.02,42.6,52.22,0.02,0.11
2001-04-01,4,2001,1.55,49.32,51.94,0.28,0.39
2001-05-01,5,2001,1.08,60.22,51.77,0.77,0.61
2001-06-01,6,2001,0.78,67.91,51.75,1.33,0.42
2001-07-01,7,2001,3.28,69.45,51.61,0.7,0.8
2001-08-01,8,2001,3.68,67.81,51.51,0.51,0.93
2001-09-01,9,2001,1.07,64.52,51.44,-0.11,1.11
2001-10-01,10,2001,0.5,56.12,51.8,-0.7,-0.13
2001-11-01,11,2001,0.49,44.43,52.52,-1.51,-0.51
2001-12-01,12,2001,0.92,33.55,52.13,-1.18,-0.34
2002-01-01,1,2002,0.46,35.87,52.4,-1.14,-0.71
2002-02-01,2,2002,0.31,37.85,52.47,-1.38,-0.89
2002-03-01,3,2002,0.27,41.93,52.42,-2.09,-1.05
2002-04-01,4,2002,0.25,54.48,52.84,-2.03,-1.4
2002-05-01,5,2002,0.11,58.37,52.69,-1.97,-1.66
2002-06-01,6,2002,0.06,70.29,52.89,-2.14,-1.93
2002-07-01,7,2002,3.01,71.04,53.02,-0.78,-2.08
2002-08-01,8,2002,2.19,69.48,53.16,-1.06,-2.76
